"Academic Yr","Year Term","Semester","Ungrad Grad","Entry Status","College/School","Academic Division","Academic Department","Major Short Nm","Student Headcount",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Biochem & Mol Biol","69",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Cell & Dev Biology","142",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Genetics","44",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Immunology","111",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Neurobiology","169",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Astronomy","Astrophysics","40",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Atmospheric Science","7",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Environmental Earth Science","22",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Geology","20",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Geophysics","24",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Marine Science","21",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Planetary Science","3",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Mathematics","Applied Mathematics","255",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Mathematics","Mathematics","140",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Physics","Physics","160",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","African American Studies","African American Studies","9",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Anthropology","Anthropology","89",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Economics","Economics","765",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Ethnic Studies","Asian Am & Asian Diasp St","11",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Ethnic Studies","Chicano Studies","19",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Ethnic Studies","Ethnic Studies","42",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Ethnic Studies","Native American Studies","4",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Gender & Womens Studies","Gender & Womens Studies","27",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Geography","Geography","64",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","History","History","169",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Asian Studies","5",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Asian Studies - China","4",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Cognitive Science","238",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Development Studies","21",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Latin American Studies","8",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Middle Eastern Studies","7",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Peace & Conflict Studies","68",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Political Economy","285",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Linguistics","Linguistics","73",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Political Science","Political Science","432",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Psychology","Psychology","359",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Sociology","Sociology","240",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Undeclared","L&S Undeclared","Letters & Sci Undeclared","8741",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","American Studies","93",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","Interdisciplinary Studies","127",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","Media Studies","223",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","Religious Studies","10",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Haas School of Business","Haas School of Business","Business","Business Administration","526",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Ag & Resource Econ & Pol","Environ Econ & Policy","142",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Conserv & Resource Stds","90",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Environmental Sciences","184",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Forestry & Natural Resources","27",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Molecular Environ Biology","290",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Society and Environment","139",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Nutritional Sciences & Tox","Molecular Toxicology","61",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Nutritional Sciences & Tox","Nut Sci-Physio & Metabol","66",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Nutritional Sciences & Tox","Nutritional Sci-Dietetics","24",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Nutritional Sciences & Tox","Nutritional Science","104",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Other Clg of Natural Res Pgms","CNR Undeclared","192",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Plant & Microbial Biology","Genetics & Plant Biology","44",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Plant & Microbial Biology","Microbial Biology","117",""
"2014-15","2014 Fall","Fall","Undergraduate","Freshman Entrant","UCB Extension","FPF-Undergraduate Div","FPF-General","UCB Ext - FPF Undeclared","730",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Chemistry","Clg of Chemistry","Chem & Biomolecular Eng","Chemical Engineering","2",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Chemistry","Clg of Chemistry","Chemistry","Chemical Biology","3",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Chemistry","Clg of Chemistry","Chemistry","Chemistry","3",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Comp Data Sci & Soc","Clg of Comp Data Sci & Soc","Statistics","Statistics","3",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Engineering","Clg of Engineering","Electrical Eng & Computer Sci","Electrical Eng & Comp Sci","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Engineering","Clg of Engineering","Mechanical Engineering","Mechanical Engineering","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Administered Programs","L&S Social Welfare","L&S Social Welfare","3",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Arts & Humanities Division","English","English","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Arts & Humanities Division","Rhetoric","Rhetoric","2",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Arts & Humanities Division","South & SE Asian Studies","South & SE Asian Studies","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Biological Sciences Div","Integrative Biology","Integrative Biology","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Immunology","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Math & Phys Sciences Div","Mathematics","Applied Mathematics","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Math & Phys Sciences Div","Mathematics","Mathematics","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","African American Studies","African American Studies","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","Anthropology","Anthropology","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","Economics","Economics","2",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","Ethnic Studies","Native American Studies","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","Geography","Geography","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Latin American Studies","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","Political Science","Political Science","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","Sociology","Sociology","4",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Undeclared","L&S Undeclared","Letters & Sci Undeclared","6",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","American Studies","3",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","Interdisciplinary Studies","4",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Environmental Sciences","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Other","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Forestry & Natural Resources","1",""
"2014-15","2014 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Chemistry","Clg of Chemistry","Chem & Biomolecular Eng","Chem Eng/MSE Joint Major","16",""
"2014-15","2014 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Chemistry","Clg of Chemistry","Chem & Biomolecular Eng","Chem Eng/NE Joint Major","4",""
"2014-15","2014 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Chemistry","Clg of Chemistry","Chem & Biomolecular Eng","Chemical Engineering","82",""
"2014-15","2014 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Chemistry","Clg of Chemistry","Chemistry","Chemical Biology","41",""
"2014-15","2014 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Chemistry","Clg of Chemistry","Chemistry","Chemistry","53",""
